participant,item,condition,slider.response,my_rs,total_residuals,unique_item_no,trials.thisN,session,half,literacy,age_textbox.text,gender_slider.response,difference
73,37,B_exp1,0.722222222,0.846363636,53.4,146,42,62c44a8fe4ea84ea1955a967,First,22,21,F,0.124141414
73,7,A_exp1,0.391666695,0.307727273,96.03,25,43,62c44a8fe4ea84ea1955a967,First,22,21,F,-0.08393942199999999
73,2,A_exp1,0.222222222,0.217954545,98.2,5,44,62c44a8fe4ea84ea1955a967,First,22,21,F,-0.0042676769999999975
73,6,B_exp1,0.25,0.289772727,96.58,22,45,62c44a8fe4ea84ea1955a967,First,22,21,F,0.03977272700000001
73,24,C_exp1,0.466666681,0.612954545,79.66,95,46,62c44a8fe4ea84ea1955a967,First,22,21,F,0.146287864
73,44,B_exp1,0.94722225,0.972045455,23.65,174,47,62c44a8fe4ea84ea1955a967,First,22,21,F,0.024823204999999904
73,22,A_exp1,0.367592635,0.577045455,82.45,85,48,62c44a8fe4ea84ea1955a967,First,22,21,F,0.20945282000000004
73,13,D_exp1,0.334259245,0.415454545,91.98,52,49,62c44a8fe4ea84ea1955a967,First,22,21,F,0.08119530000000003
73,9,C_exp1,0.301851838,0.343636364,94.9,35,50,62c44a8fe4ea84ea1955a967,First,22,21,F,0.041784526000000044
73,15,D_exp1,0.244444459,0.451363636,90.29,60,51,62c44a8fe4ea84ea1955a967,First,22,21,F,0.206919177
73,18,D_exp1,0.389814801,0.505227273,87.36,72,52,62c44a8fe4ea84ea1955a967,First,22,21,F,0.11541247200000004
73,25,D_exp1,0.483333376,0.630909091,78.2,100,53,62c44a8fe4ea84ea1955a967,First,22,21,F,0.14757571500000005
73,12,D_exp1,0.348148134,0.3975,92.82,48,54,62c44a8fe4ea84ea1955a967,First,22,21,F,0.04935186600000002
73,21,C_exp1,0.418518561,0.559090909,83.77,83,55,62c44a8fe4ea84ea1955a967,First,22,21,F,0.140572348
73,24,A_exp1,0.418518561,0.612954545,79.66,93,56,62c44a8fe4ea84ea1955a967,First,22,21,F,0.194435984
73,25,B_exp1,0.500925912,0.630909091,78.2,98,57,62c44a8fe4ea84ea1955a967,First,22,21,F,0.129983179
73,4,A_exp1,0.339814857,0.253863636,97.45,13,58,62c44a8fe4ea84ea1955a967,First,22,21,F,-0.08595122100000002
73,39,A_exp1,0.765740783,0.882272727,47.19,153,59,62c44a8fe4ea84ea1955a967,First,22,21,F,0.116531944
73,9,D_exp1,0.250925912,0.343636364,94.9,36,60,62c44a8fe4ea84ea1955a967,First,22,21,F,0.09271045200000005
73,27,C_exp1,0.498148176,0.666818182,75.05,107,61,62c44a8fe4ea84ea1955a967,First,22,21,F,0.16867000599999998
73,11,B_exp1,0.369444459,0.379545455,93.55,42,62,62c44a8fe4ea84ea1955a967,First,22,21,F,0.010100995999999973
73,21,A_exp1,0.340740769,0.559090909,83.77,81,63,62c44a8fe4ea84ea1955a967,First,22,21,F,0.21835014000000003
73,28,B_exp1,0.388888889,0.684772727,73.36,110,64,62c44a8fe4ea84ea1955a967,First,22,21,F,0.295883838
73,42,C_exp1,0.797222279,0.936136364,35.25,167,65,62c44a8fe4ea84ea1955a967,First,22,21,F,0.13891408500000002
73,10,A_exp1,0.291666667,0.361590909,94.23,37,67,62c44a8fe4ea84ea1955a967,First,22,21,F,0.06992424200000003
73,29,B_exp1,0.502777806,0.702727273,71.6,114,68,62c44a8fe4ea84ea1955a967,First,22,21,F,0.19994946700000005
73,30,D_exp1,0.619444459,0.720681818,69.76,120,69,62c44a8fe4ea84ea1955a967,First,22,21,F,0.10123735899999997
73,7,D_exp1,0.354629658,0.307727273,96.03,28,70,62c44a8fe4ea84ea1955a967,First,22,21,F,-0.04690238499999999
73,28,D_exp1,0.600000028,0.684772727,73.36,112,71,62c44a8fe4ea84ea1955a967,First,22,21,F,0.08477269900000006
73,32,B_exp1,0.612963005,0.756590909,65.73,126,72,62c44a8fe4ea84ea1955a967,First,22,21,F,0.14362790400000003
73,16,D_exp1,0.377777806,0.469318182,89.4,64,73,62c44a8fe4ea84ea1955a967,First,22,21,F,0.09154037599999998
73,38,D_exp1,0.821296268,0.864318182,50.47,152,74,62c44a8fe4ea84ea1955a967,First,22,21,F,0.043021913999999994
73,10,C_exp1,0.395370413,0.361590909,94.23,39,75,62c44a8fe4ea84ea1955a967,First,22,21,F,-0.03377950399999996
73,34,B_exp1,0.656481496,0.7925,61.29,134,76,62c44a8fe4ea84ea1955a967,First,22,21,F,0.13601850399999993
73,30,B_exp1,0.654629672,0.720681818,69.76,118,77,62c44a8fe4ea84ea1955a967,First,22,21,F,0.06605214599999998
73,43,C_exp1,0.912963019,0.954090909,30.04,171,78,62c44a8fe4ea84ea1955a967,First,22,21,F,0.041127890000000056
73,5,A_exp1,0.308333362,0.271818182,96.99,17,79,62c44a8fe4ea84ea1955a967,First,22,21,F,-0.03651517999999998
73,38,A_exp1,0.723148134,0.864318182,50.47,149,80,62c44a8fe4ea84ea1955a967,First,22,21,F,0.141170048
73,29,A_exp1,0.633333347,0.702727273,71.6,113,81,62c44a8fe4ea84ea1955a967,First,22,21,F,0.06939392600000005
73,39,C_exp1,0.883333418,0.882272727,47.19,155,82,62c44a8fe4ea84ea1955a967,First,22,21,F,-0.001060690999999947
73,6,D_exp1,0.283333319,0.289772727,96.58,24,83,62c44a8fe4ea84ea1955a967,First,22,21,F,0.006439408000000035
73,35,A_exp1,0.638888889,0.810454545,58.87,137,84,62c44a8fe4ea84ea1955a967,First,22,21,F,0.17156565600000007
73,34,C_exp1,0.73055557,0.7925,61.29,135,85,62c44a8fe4ea84ea1955a967,First,22,21,F,0.06194442999999994
73,15,C_exp1,0.400925954,0.451363636,90.29,59,86,62c44a8fe4ea84ea1955a967,First,22,21,F,0.05043768200000004
73,34,A_exp1,0.502777806,0.7925,61.29,133,87,62c44a8fe4ea84ea1955a967,First,22,21,F,0.289722194
73,13,B_exp1,0.287037037,0.415454545,91.98,50,88,62c44a8fe4ea84ea1955a967,First,22,21,F,0.128417508
73,8,D_exp1,0.22129631,0.325681818,95.52,32,89,62c44a8fe4ea84ea1955a967,First,22,21,F,0.10438550800000002
73,39,B_exp1,0.791666667,0.882272727,47.19,154,90,62c44a8fe4ea84ea1955a967,First,22,21,F,0.09060606000000004
73,12,A_exp1,0.342592593,0.3975,92.82,45,91,62c44a8fe4ea84ea1955a967,First,22,21,F,0.05490740700000002
73,5,B_exp1,0.342592593,0.271818182,96.99,18,92,62c44a8fe4ea84ea1955a967,First,22,21,F,-0.07077441099999998
73,35,B_exp1,0.651851866,0.810454545,58.87,138,93,62c44a8fe4ea84ea1955a967,Second,22,21,F,0.15860267900000002
73,26,A_exp1,0.526851866,0.648863636,76.62,101,94,62c44a8fe4ea84ea1955a967,Second,22,21,F,0.12201176999999996
73,5,D_exp1,0.503703718,0.271818182,96.99,20,95,62c44a8fe4ea84ea1955a967,Second,22,21,F,-0.231885536
73,40,A_exp1,0.800925926,0.900227273,43.56,157,96,62c44a8fe4ea84ea1955a967,Second,22,21,F,0.09930134700000004
73,31,D_exp1,0.658333319,0.738636364,67.86,124,97,62c44a8fe4ea84ea1955a967,Second,22,21,F,0.08030304499999996
73,8,C_exp1,0.419444473,0.325681818,95.52,31,98,62c44a8fe4ea84ea1955a967,Second,22,21,F,-0.09376265499999997
73,2,C_exp1,0.272222236,0.217954545,98.2,7,99,62c44a8fe4ea84ea1955a967,Second,22,21,F,-0.05426769100000001
73,27,D_exp1,0.600000028,0.666818182,75.05,108,100,62c44a8fe4ea84ea1955a967,Second,22,21,F,0.06681815400000002
73,33,D_exp1,0.753703718,0.774545455,63.57,132,101,62c44a8fe4ea84ea1955a967,Second,22,21,F,0.020841737000000027
73,31,B_exp1,0.753703718,0.738636364,67.86,122,102,62c44a8fe4ea84ea1955a967,Second,22,21,F,-0.015067354000000033
73,26,B_exp1,0.591666681,0.648863636,76.62,102,103,62c44a8fe4ea84ea1955a967,Second,22,21,F,0.057196954999999994
73,17,D_exp1,0.482407393,0.487272727,88.33,68,104,62c44a8fe4ea84ea1955a967,Second,22,21,F,0.004865333999999999
73,31,C_exp1,0.633333347,0.738636364,67.86,123,105,62c44a8fe4ea84ea1955a967,Second,22,21,F,0.105303017
73,38,B_exp1,0.839814787,0.864318182,50.47,150,106,62c44a8fe4ea84ea1955a967,Second,22,21,F,0.024503394999999983
73,29,C_exp1,0.762962977,0.702727273,71.6,115,107,62c44a8fe4ea84ea1955a967,Second,22,21,F,-0.060235704
73,42,B_exp1,0.984259288,0.936136364,35.25,166,108,62c44a8fe4ea84ea1955a967,Second,22,21,F,-0.048122923999999956
73,26,D_exp1,0.662037037,0.648863636,76.62,104,109,62c44a8fe4ea84ea1955a967,Second,22,21,F,-0.013173401000000085
73,14,A_exp1,0.449074074,0.433409091,91.2,53,110,62c44a8fe4ea84ea1955a967,Second,22,21,F,-0.015664982999999966
73,12,C_exp1,0.356481481,0.3975,92.82,47,111,62c44a8fe4ea84ea1955a967,Second,22,21,F,0.04101851900000003
73,16,B_exp1,0.368518547,0.469318182,89.4,62,112,62c44a8fe4ea84ea1955a967,Second,22,21,F,0.100799635
73,40,B_exp1,0.825925898,0.900227273,43.56,158,113,62c44a8fe4ea84ea1955a967,Second,22,21,F,0.074301375
73,21,D_exp1,0.650000042,0.559090909,83.77,84,114,62c44a8fe4ea84ea1955a967,Second,22,21,F,-0.09090913299999992
73,18,A_exp1,0.512962977,0.505227273,87.36,69,115,62c44a8fe4ea84ea1955a967,Second,22,21,F,-0.00773570400000001
73,27,B_exp1,0.673148191,0.666818182,75.05,106,116,62c44a8fe4ea84ea1955a967,Second,22,21,F,-0.006330009000000025
73,41,D_exp1,0.910185213,0.918181818,39.66,164,118,62c44a8fe4ea84ea1955a967,Second,22,21,F,0.00799660499999999
73,33,C_exp1,0.782407407,0.774545455,63.57,131,119,62c44a8fe4ea84ea1955a967,Second,22,21,F,-0.00786195199999995
73,19,B_exp1,0.645370413,0.523181818,86.21,74,120,62c44a8fe4ea84ea1955a967,Second,22,21,F,-0.12218859500000001
73,13,C_exp1,0.558333362,0.415454545,91.98,51,121,62c44a8fe4ea84ea1955a967,Second,22,21,F,-0.14287881700000005
73,11,A_exp1,0.501851894,0.379545455,93.55,41,122,62c44a8fe4ea84ea1955a967,Second,22,21,F,-0.12230643899999999
73,10,B_exp1,0.482407393,0.361590909,94.23,38,123,62c44a8fe4ea84ea1955a967,Second,22,21,F,-0.120816484
73,41,B_exp1,0.904629601,0.918181818,39.66,162,124,62c44a8fe4ea84ea1955a967,Second,22,21,F,0.013552216999999978
73,2,D_exp1,0.604629658,0.217954545,98.2,8,125,62c44a8fe4ea84ea1955a967,Second,22,21,F,-0.386675113
73,20,C_exp1,0.541666667,0.541136364,85.04,79,126,62c44a8fe4ea84ea1955a967,Second,22,21,F,-5.303030000000097e-4
73,18,B_exp1,0.474074116,0.505227273,87.36,70,127,62c44a8fe4ea84ea1955a967,Second,22,21,F,0.031153157000000042
73,44,A_exp1,0.975926011,0.972045455,23.65,173,128,62c44a8fe4ea84ea1955a967,Second,22,21,F,-0.003880556000000035
73,15,B_exp1,0.652777778,0.451363636,90.29,58,129,62c44a8fe4ea84ea1955a967,Second,22,21,F,-0.20141414200000002
73,2,B_exp1,0.470370399,0.217954545,98.2,6,130,62c44a8fe4ea84ea1955a967,Second,22,21,F,-0.252415854
73,31,A_exp1,0.665740755,0.738636364,67.86,121,131,62c44a8fe4ea84ea1955a967,Second,22,21,F,0.07289560900000003
73,3,A_exp1,0.434259273,0.235909091,97.87,9,132,62c44a8fe4ea84ea1955a967,Second,22,21,F,-0.198350182
73,43,B_exp1,0.899074131,0.954090909,30.04,170,133,62c44a8fe4ea84ea1955a967,Second,22,21,F,0.055016778000000044
73,4,D_exp1,0.431481467,0.253863636,97.45,16,134,62c44a8fe4ea84ea1955a967,Second,22,21,F,-0.177617831
73,35,D_exp1,0.626851894,0.810454545,58.87,140,135,62c44a8fe4ea84ea1955a967,Second,22,21,F,0.18360265100000006
73,20,B_exp1,0.478703746,0.541136364,85.04,78,136,62c44a8fe4ea84ea1955a967,Second,22,21,F,0.062432617999999995
73,29,D_exp1,0.595370399,0.702727273,71.6,116,137,62c44a8fe4ea84ea1955a967,Second,22,21,F,0.10735687400000005
73,14,D_exp1,0.465740769,0.433409091,91.2,56,138,62c44a8fe4ea84ea1955a967,Second,22,21,F,-0.032331677999999975
73,33,A_exp1,0.689814815,0.774545455,63.57,129,140,62c44a8fe4ea84ea1955a967,Second,22,21,F,0.08473064000000008
73,37,D_exp1,0.80277775,0.846363636,53.4,148,141,62c44a8fe4ea84ea1955a967,Second,22,21,F,0.04358588600000002
73,34,D_exp1,0.767592607,0.7925,61.29,136,142,62c44a8fe4ea84ea1955a967,Second,22,21,F,0.024907393
73,44,D_exp1,0.962037122,0.972045455,23.65,176,143,62c44a8fe4ea84ea1955a967,Second,22,21,F,0.010008332999999925
73,9,B_exp1,0.30277782,0.343636364,94.9,34,144,62c44a8fe4ea84ea1955a967,Second,22,21,F,0.04085854400000005
73,35,C_exp1,0.542592578,0.810454545,58.87,139,145,62c44a8fe4ea84ea1955a967,Second,22,21,F,0.267861967
73,4,C_exp1,0.256481524,0.253863636,97.45,15,146,62c44a8fe4ea84ea1955a967,Second,22,21,F,-0.0026178880000000126
73,1,C_exp1,0.277777778,0.2,98.47,3,147,62c44a8fe4ea84ea1955a967,Second,22,21,F,-0.07777777799999996
73,16,C_exp1,0.317592621,0.469318182,89.4,63,148,62c44a8fe4ea84ea1955a967,Second,22,21,F,0.15172556099999995
73,9,A_exp1,0.303703732,0.343636364,94.9,33,149,62c44a8fe4ea84ea1955a967,Second,22,21,F,0.03993263200000002
73,43,A_exp1,0.886111083,0.954090909,30.04,169,150,62c44a8fe4ea84ea1955a967,Second,22,21,F,0.06797982600000008
73,23,C_exp1,0.691666709,0.595,81.13,91,151,62c44a8fe4ea84ea1955a967,Second,22,21,F,-0.09666670900000007
73,25,C_exp1,0.614814829,0.630909091,78.2,99,152,62c44a8fe4ea84ea1955a967,Second,22,21,F,0.01609426200000008
73,20,D_exp1,0.496296282,0.541136364,85.04,80,153,62c44a8fe4ea84ea1955a967,Second,22,21,F,0.044840082
73,19,C_exp1,0.473148134,0.523181818,86.21,75,154,62c44a8fe4ea84ea1955a967,Second,22,21,F,0.05003368399999997
73,36,C_exp1,0.805555556,0.828409091,56.22,143,155,62c44a8fe4ea84ea1955a967,Second,22,21,F,0.02285353500000009
73,43,D_exp1,0.973148205,0.954090909,30.04,172,156,62c44a8fe4ea84ea1955a967,Second,22,21,F,-0.019057295999999946
73,32,C_exp1,0.672222208,0.756590909,65.73,127,157,62c44a8fe4ea84ea1955a967,Second,22,21,F,0.08436870100000005
73,45,A_exp1,0.98518527,0.99,14.13,177,158,62c44a8fe4ea84ea1955a967,Second,22,21,F,0.004814729999999989
73,19,A_exp1,0.440740727,0.523181818,86.21,73,159,62c44a8fe4ea84ea1955a967,Second,22,21,F,0.08244109099999997
73,39,D_exp1,0.690740727,0.882272727,47.19,156,160,62c44a8fe4ea84ea1955a967,Second,22,21,F,0.19153200000000004
73,33,B_exp1,0.648148148,0.774545455,63.57,130,161,62c44a8fe4ea84ea1955a967,Second,22,21,F,0.12639730700000007
73,42,A_exp1,0.793518561,0.936136364,35.25,165,162,62c44a8fe4ea84ea1955a967,Second,22,21,F,0.14261780300000004
73,6,C_exp1,0.381481524,0.289772727,96.58,23,163,62c44a8fe4ea84ea1955a967,Second,22,21,F,-0.09170879700000001
73,3,C_exp1,0.350000028,0.235909091,97.87,11,164,62c44a8fe4ea84ea1955a967,Second,22,21,F,-0.11409093700000003
73,8,B_exp1,0.365740741,0.325681818,95.52,30,165,62c44a8fe4ea84ea1955a967,Second,22,21,F,-0.04005892299999997
73,14,C_exp1,0.209259245,0.433409091,91.2,55,166,62c44a8fe4ea84ea1955a967,Second,22,21,F,0.224149846
73,40,C_exp1,0.702777792,0.900227273,43.56,159,167,62c44a8fe4ea84ea1955a967,Second,22,21,F,0.19744948100000004
73,38,C_exp1,0.809259344,0.864318182,50.47,151,168,62c44a8fe4ea84ea1955a967,Second,22,21,F,0.055058838
73,45,B_exp1,0.968518575,0.99,14.13,178,170,62c44a8fe4ea84ea1955a967,Second,22,21,F,0.021481424999999943
73,41,A_exp1,0.850926011,0.918181818,39.66,161,171,62c44a8fe4ea84ea1955a967,Second,22,21,F,0.067255807
73,17,A_exp1,0.22129631,0.487272727,88.33,65,172,62c44a8fe4ea84ea1955a967,Second,22,21,F,0.265976417
73,3,D_exp1,0.197222215,0.235909091,97.87,12,173,62c44a8fe4ea84ea1955a967,Second,22,21,F,0.03868687599999998
73,28,A_exp1,0.189814815,0.684772727,73.36,109,174,62c44a8fe4ea84ea1955a967,Second,22,21,F,0.49495791200000006
73,26,C_exp1,0.398148148,0.648863636,76.62,103,175,62c44a8fe4ea84ea1955a967,Second,22,21,F,0.250715488
73,37,C_exp1,0.637037065,0.846363636,53.4,147,176,62c44a8fe4ea84ea1955a967,Second,22,21,F,0.20932657099999996
73,24,D_exp1,0.453703704,0.612954545,79.66,96,177,62c44a8fe4ea84ea1955a967,Second,22,21,F,0.15925084100000003
73,21,B_exp1,0.418518561,0.559090909,83.77,82,178,62c44a8fe4ea84ea1955a967,Second,22,21,F,0.140572348
73,27,A_exp1,0.368518547,0.666818182,75.05,105,179,62c44a8fe4ea84ea1955a967,Second,22,21,F,0.298299635
73,4,B_exp1,0.262962977,0.253863636,97.45,14,180,62c44a8fe4ea84ea1955a967,Second,22,21,F,-0.009099340999999983
73,22,B_exp1,0.321296339,0.577045455,82.45,86,181,62c44a8fe4ea84ea1955a967,Second,22,21,F,0.25574911600000005
73,8,A_exp1,0.358333376,0.325681818,95.52,29,182,62c44a8fe4ea84ea1955a967,Second,22,21,F,-0.03265155799999997
73,37,A_exp1,0.487037023,0.846363636,53.4,145,183,62c44a8fe4ea84ea1955a967,Second,22,21,F,0.35932661299999996
73,13,A_exp1,0.369444459,0.415454545,91.98,49,184,62c44a8fe4ea84ea1955a967,Second,22,21,F,0.046010086000000006
73,44,C_exp1,0.892592677,0.972045455,23.65,175,185,62c44a8fe4ea84ea1955a967,Second,22,21,F,0.07945277799999995
46,23,D_exp1,0.542592593,0.595,81.13,92,0,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.05240740700000002
46,14,C_exp1,NA,0.433409091,91.2,55,1,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,NA
46,26,A_exp1,0.625925926,0.648863636,76.62,101,2,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.02293771
46,32,D_exp1,0.586111111,0.756590909,65.73,128,3,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.17047979800000002
46,11,D_exp1,0.283333333,0.379545455,93.55,44,4,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.09621212199999996
46,13,A_exp1,0.350925926,0.415454545,91.98,49,5,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.06452861900000001
46,20,A_exp1,0.372222222,0.541136364,85.04,77,6,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.168914142
46,13,B_exp1,0.22037037,0.415454545,91.98,50,7,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.195084175
46,15,A_exp1,0.182407407,0.451363636,90.29,57,8,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.26895622900000005
46,44,B_exp1,0.889814815,0.972045455,23.65,174,9,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.08223063999999991
46,23,A_exp1,0.24537037,0.595,81.13,89,10,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.34962962999999997
46,15,B_exp1,0.265740741,0.451363636,90.29,58,11,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.185622895
46,35,D_exp1,0.606481481,0.810454545,58.87,140,12,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.20397306400000004
46,23,B_exp1,0.455555556,0.595,81.13,90,13,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.139444444
46,16,D_exp1,0.258333333,0.469318182,89.4,64,14,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.21098484899999997
46,33,D_exp1,0.692592593,0.774545455,63.57,132,15,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.08195286200000007
46,34,B_exp1,0.350925926,0.7925,61.29,134,17,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.441574074
46,39,A_exp1,0.761111111,0.882272727,47.19,153,18,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.12116161600000008
46,36,B_exp1,0.555555556,0.828409091,56.22,142,19,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.2728535350000001
46,7,C_exp1,0.261111111,0.307727273,96.03,27,20,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.046616162000000017
46,37,C_exp1,0.674074074,0.846363636,53.4,147,21,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.172289562
46,39,B_exp1,0.753703704,0.882272727,47.19,154,22,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.12856902300000006
46,31,D_exp1,0.613888889,0.738636364,67.86,124,23,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.12474747499999994
46,8,C_exp1,0.123148148,0.325681818,95.52,31,24,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.20253367
46,40,B_exp1,0.898148148,0.900227273,43.56,158,25,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.0020791250000000705
46,18,B_exp1,0.103703704,0.505227273,87.36,70,26,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.401523569
46,37,B_exp1,0.635185185,0.846363636,53.4,146,27,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.211178451
46,3,B_exp1,0.057407407,0.235909091,97.87,10,28,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.178501684
46,6,D_exp1,0.207407407,0.289772727,96.58,24,29,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.08236532000000002
46,30,D_exp1,0.611111111,0.720681818,69.76,120,30,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.10957070699999993
46,43,B_exp1,0.942592593,0.954090909,30.04,170,31,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.011498316000000064
46,40,A_exp1,0.743518519,0.900227273,43.56,157,32,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.15670875400000006
46,20,B_exp1,0.075925926,0.541136364,85.04,78,33,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.46521043799999995
46,40,C_exp1,0.859259259,0.900227273,43.56,159,34,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.04096801400000005
46,39,D_exp1,0.776851852,0.882272727,47.19,156,35,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.10542087500000008
46,10,C_exp1,0.082407407,0.361590909,94.23,39,36,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.27918350200000003
46,6,C_exp1,0.17037037,0.289772727,96.58,23,37,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.11940235700000001
46,29,A_exp1,0.126851852,0.702727273,71.6,113,38,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.5758754210000001
46,13,C_exp1,0.121296296,0.415454545,91.98,51,39,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.294158249
46,39,C_exp1,0.826851852,0.882272727,47.19,155,40,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.055420875000000036
46,27,A_exp1,0.247222222,0.666818182,75.05,105,41,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.41959596
46,28,A_exp1,0.178703704,0.684772727,73.36,109,42,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.506069023
46,44,A_exp1,0.933333333,0.972045455,23.65,173,43,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.03871212199999996
46,31,C_exp1,0.260185185,0.738636364,67.86,123,44,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.478451179
46,2,D_exp1,0.114814815,0.217954545,98.2,8,45,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.10313973
46,35,C_exp1,0.685185185,0.810454545,58.87,139,46,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.12526936
46,13,D_exp1,0.123148148,0.415454545,91.98,52,47,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.292306397
46,8,B_exp1,0.087037037,0.325681818,95.52,30,48,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.23864478100000003
46,34,C_exp1,0.269444444,0.7925,61.29,135,49,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.523055556
46,29,C_exp1,0.192592593,0.702727273,71.6,115,50,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.5101346800000001
46,5,D_exp1,0.113888889,0.271818182,96.99,20,51,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.15792929300000003
46,41,D_exp1,0.846296296,0.918181818,39.66,164,52,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.07188552199999998
46,31,A_exp1,0.318518519,0.738636364,67.86,121,54,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.420117845
46,15,C_exp1,0.193518519,0.451363636,90.29,59,55,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.257845117
46,42,D_exp1,0.872222222,0.936136364,35.25,168,56,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.06391414200000001
46,17,A_exp1,0.219444444,0.487272727,88.33,65,57,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.26782828300000006
46,37,A_exp1,0.680555556,0.846363636,53.4,145,58,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.16580808000000002
46,27,C_exp1,0.287037037,0.666818182,75.05,107,59,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.379781145
46,42,A_exp1,0.913888889,0.936136364,35.25,165,60,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.022247475000000017
46,7,B_exp1,0.137037037,0.307727273,96.03,26,61,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.17069023600000002
46,43,D_exp1,0.862037037,0.954090909,30.04,172,62,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.09205387200000004
46,18,D_exp1,0.192592593,0.505227273,87.36,72,63,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.31263468000000005
46,45,B_exp1,0.944444444,0.99,14.13,178,64,62c44b1bd2a0c1fdfe3a3b2d,First,23,36,F,0.04555555599999994
